AnimInterpret	08004F48	thumb	masked_08004d48
AnimDisplayPrivate	08005110	thumb	masked_08004d48
AnimInsert	080050C8	thumb	masked_08004d48
gBattleHitArray	0203A5E8	data	masked_08074a24
gBanimBossBGMs	087A8F94	data	masked_08074dac
gEfxTileRefPals_Efxutils_0	087A8F50	data	masked_08073348
gBarfxTileConf1	080E6774	data	masked_08073644
gBarfxTileConf2	080E6782	data	masked_08073644
gBarfxTileConf3	080E6794	data	masked_08073644
ekrBattleExecDragonIntro	08050EE8	thumb	masked_08050ecc
ekrBattleSetFlashingEffect	08051024	thumb	masked_08051004
ekrBattle_3	08051334	thumb	masked_08051320
ekrBattle_5	08051674	thumb	masked_08051624
ekrBattleLvupHanlder	0805183C	thumb	masked_080517ec
gBattleHitArray	0203A5E8	data	masked_08059748
gUnk_51	030018E8	data	masked_0805976c
gAnimRoundData	0203E126	data	masked_0805983c
gAnimRoundData	0203E126	data	masked_08059864
gEfxHpLut	0203E152	data	masked_08059890
gAnimRoundData	0203E126	data	masked_08059954
gEkrdragonDemonkingobj_0	08855DB0	data	masked_0807a3c0
gEkrdragonDemonkingobj_1	08855DB8	data	masked_0807a3c0
EfxSelfThunderBGUpdateAnim	0807A564	thumb	masked_0807a598
gEfxSelfThunderBGFrames	08855DF8	data	masked_0807a598
EkrDragonTmCpyHFlip	08072088	thumb	masked_08072168
gEkrgauge_6	085E373C	data	masked_08051f6c
gEkrgauge_7	085E3754	data	masked_08051f6c
gEkrgauge_8	085E376C	data	masked_08051f6c
gEkrgauge_9	085E3784	data	masked_08051f6c
gEkrgauge_10	085E379C	data	masked_08051f6c
gEkrgauge_11	085E37B4	data	masked_08051f6c
gBanimUniquePaletteDisabled	0203E1D8	data	masked_0805a714
InitLeftAnim	0805ABBC	thumb	masked_0805ab5c
InitRightAnim	0805AD00	thumb	masked_0805ab5c
gBmSt	0202BCAC	data	masked_08035538
gBattleTarget	0203A568	data	masked_080365d8
gBmSt	0202BCAC	data	masked_080365d8
gUiFramePaletteA	085E0D94	data	masked_08036e0c
gUiFramePaletteB	085E0DB4	data	masked_08036e0c
gUiFramePaletteC	085E0DD4	data	masked_08036e0c
gUiFramePaletteD	085E0DF4	data	masked_08036e0c
gBmMapSize	0202E4D0	data	masked_08015d3c
BattleGenerateSimulationInternal	0802A0C8	thumb	masked_0802a2a4
BattleGenerateRealInternal	0802A198	thumb	masked_0802a2a4
gPlaySt	0202BCEC	data	masked_08037bdc
gPlaySt	0202BCEC	data	masked_08037bfc
gDungeonState	03001798	data	masked_08037cd8
gDungeonState	03001798	data	masked_08037f34
gDungeonState	03001798	data	masked_080380f8
gPlaySt	0202BCEC	data	masked_080380f8
gDungeonState	03001798	data	masked_08039314
gWorkingTerrainMoveCosts	03004B50	data	masked_0801a198
gActionData	0203A954	data	masked_0801a508
gBmMapHidden	0202E4E8	data	masked_0801a508
gPlaySt	0202BCEC	data	masked_08029060
StartFadeCore	08014150	thumb	masked_08013ee8
ForceScreenToBlack	08014268	thumb	masked_08013ee8
StartFadeCore	08014150	thumb	masked_08013fb0
ForceScreenToBlack	08014268	thumb	masked_08013fb0
StartFadeCore	08014150	thumb	masked_08014108
ForceScreenToWhite	080142C4	thumb	masked_08014108
CallDelayedArg	0801490C	thumb	masked_08014bb0
PlaySeFunc	08014BC8	thumb	masked_08014bb0
Nop_Bmmap_0	08019860	thumb	masked_08019864
gPlaySt	0202BCEC	data	masked_0802257c
gActionData	0203A954	data	masked_080228c4
gActionData	0203A954	data	masked_08022930
gActionData	0203A954	data	masked_08022fe8
PlayDanceCommandUsabilityCommon	080230B8	thumb	masked_08023120
gBmSt	0202BCAC	data	masked_08023120
PlayDanceCommandUsabilityCommon	080230B8	thumb	masked_0802315c
gBmSt	0202BCAC	data	masked_0802315c
gActionData	0203A954	data	masked_0802326c
gActionData	0203A954	data	masked_08023cc0
gActionData	0203A954	data	masked_08023d5c
gActionData	0203A954	data	masked_08023e94
gBmSt	0202BCAC	data	masked_080248fc
KillUnitOnArenaDeathMaybe	0803269C	thumb	masked_080328ec
DropRescueOnDeath	080325C0	thumb	masked_080328ec
InitSupportBonuses	08028534	thumb	masked_08028544
GetUnitSupporterUnit	08028188	thumb	masked_08028544
GetUnitSupportLevel	080281D0	thumb	masked_08028544
ApplyAffinitySupportBonuses	080284E4	thumb	masked_08028544
gBmSt	0202BCAC	data	masked_08028544
gPlaySt	0202BCEC	data	masked_080a8e48
GetCurerentGameMode	080A964C	thumb	masked_080a9658
InitGlobalSaveInfodata	080A7828	thumb	masked_080a9658
RegisterCompletedPlaythrough	080A9614	thumb	masked_080a9658
gPlaySt	0202BCEC	data	masked_080a9658
WriteGlobalSaveInfo	080A77EC	thumb	masked_080a9658
GetNextChapterMode	080A841C	thumb	masked_080a881c
GenerateGameRankSaveData	080A858C	thumb	masked_080a881c
GetSavedRankData	080A8428	thumb	masked_080a881c
JudgeGameRankSaveData	080A84CC	thumb	masked_080a881c
SaveNewRankData	080A848C	thumb	masked_080a881c
gPlaySt	0202BCEC	data	masked_080a881c
GetMapChange	0802E42C	thumb	masked_0802e4c4
gBmMapBaseTiles	085C2E54	data	masked_0802e4c4
AddTrap	0802E1F0	thumb	masked_0802e990
gPlaySt	0202BCEC	data	masked_08017650
Unk_TerrainTable_0	08860170	data	masked_08018a60
gPlaySt	0202BCEC	data	masked_08018a60
gChapterDataTable	08904E1C	data	masked_08034520
gExtraMapInfo	08A9CA60	data	masked_08034520
gPlaySt	0202BCEC	data	masked_0803460c
gBmSt	0202BCAC	data	masked_08020818
gPlaySt	0202BCEC	data	masked_0803e808
gRedAiEscapePoints	085D2090	data	masked_0803e808
gGreenAiEscapePoints	085D2194	data	masked_0803e808
gAiDecision	0203AA90	data	masked_0803e808
gAiState	0203AA00	data	masked_0803f2c0
gCpData_31	085D2308	data	masked_0803f33c
gAiState	0203AA00	data	masked_0803f434
gAiState	0203AA00	data	masked_0803f948
AiGetCombatPositionScore	0803DDEC	thumb	masked_0803dc54
AiSimulateBattleAgainstTargetAtPosition	0803DE58	thumb	masked_0803dc54
gBmMapSize	0202E4D0	data	masked_0803dc54
AiGetClassRank	0803BEDC	thumb	masked_0803dff8
gBattleTarget	0203A568	data	masked_0803dff8
gPlaySt	0202BCEC	data	masked_0803dff8
gBattleActor	0203A4E8	data	masked_0803e0a4
AiGetDamageDealtCombatScoreComponent	0803DEC4	thumb	masked_0803e0a4
AiGetOpponentLowHpScoreComponent	0803DF24	thumb	masked_0803e0a4
AiGetFriendZoneCombatScoreComponent	0803DF4C	thumb	masked_0803e0a4
AiGetTargetClassCombatScoreComponent	0803DFF8	thumb	masked_0803e0a4
AiGetTurnCombatScoreComponent	0803E02C	thumb	masked_0803e0a4
AiGetDamageTakenScoreComponent	0803E044	thumb	masked_0803e0a4
gAiState	0203AA00	data	masked_0803e0a4
gAiCombatScoreCoefficientTable	080DCE54	data	masked_0803e0a4
AiScript_Exec	0803C56C	thumb	masked_0803c44c
gpAi1Table	085D30EC	data	masked_0803c44c
gAiScript_FallbackAi1	085D2034	data	masked_0803c44c
gpAi2Table	085D30E0	data	masked_0803c44c
gAiScript_FallbackAi2	085D2044	data	masked_0803c44c
gAiState	0203AA00	data	masked_0803c6ac
gpAi1Table	085D30EC	data	masked_0803c6ac
gpAi2Table	085D30E0	data	masked_0803c6ac
gBmMapSize	0202E4D0	data	masked_0803b244
gAiClassRankLists	085D2058	data	masked_0803bedc
gBmMapSize	0202E4D0	data	masked_0803c214
gWorkingTerrainMoveCosts	03004B50	data	masked_08040d4c
gAiState	0203AA00	data	masked_08041010
gSpriteAllocIt	03004910	data	masked_080052ac
gEventCallQueue	03000430	data	masked_0800d2d0
gEventCallQueue	03000430	data	masked_0800d308
gActionData	0203A954	data	masked_080876b0
CheckAnyBlueUnitArea	080852F0	thumb	masked_08085350
gPlaySt	0202BCEC	data	masked_08085350
CheckAnyBlueUnitArea	080852F0	thumb	masked_0808537c
gPlaySt	0202BCEC	data	masked_0808537c
CheckAnyBlueUnitArea	080852F0	thumb	masked_080853e4
gPlaySt	0202BCEC	data	masked_080853e4
CheckAnyBlueUnitArea	080852F0	thumb	masked_0808540c
gPlaySt	0202BCEC	data	masked_0808540c
CheckAnyBlueUnitArea	080852F0	thumb	masked_08085434
gPlaySt	0202BCEC	data	masked_08085434
CheckAnyBlueUnitArea	080852F0	thumb	masked_0808545c
gPlaySt	0202BCEC	data	masked_0808545c
gPlaySt	0202BCEC	data	masked_08085b10
gPlaySt	0202BCEC	data	masked_08085b9c
CheckPermanentFlagFrom	0808605C	thumb	masked_08086094
gPermanentFlagBits	03005240	data	masked_08086094
gPlaySt	0202BCEC	data	masked_0808615c
gActiveEventRegistry	03001C78	data	masked_08086884
gSupportTalkList	08A5F230	data	masked_08086a14
gForceDeploymentList	08A5F770	data	masked_08086acc
gPlaySt	0202BCEC	data	masked_08086acc
gPidList_SethLArachelMyrrhInnes	08A5F798	data	masked_08086acc
gActionData	0203A954	data	masked_08010ad0
EndFace	08005640	thumb	masked_08005660
SetFaceDisplayBits	08005678	thumb	masked_08005694
SetFaceBlinkControl	0800633C	thumb	masked_0800635c
SetFaceEyeControl	080063D8	thumb	masked_080063e0
gPlaySt	0202BCEC	data	masked_08009e3c
GetDialogueBoxConfig	0808C834	thumb	masked_0808c840
gBmSt	0202BCAC	data	masked_08082ee8
ProcMAExpBar_FrameAdvance	0807E4F0	thumb	masked_0807e490
Pal_MapBattleInfoBlue	08A1DCD0	data	masked_0807e114
Pal_MapBattleInfoRed	08A1DCF0	data	masked_0807e114
Pal_MapBattleInfoGreen	08A1DD10	data	masked_0807e114
Pal_MapBattleInfoPurple	08A1DD30	data	masked_0807e114
InitScanlineBuf	080846E0	thumb	masked_080841b8
MapAnimMoveUnitTowardsTargetExt	0808375C	thumb	masked_08083814
MapAnimMoveUnitAwayFromTargetExt	080837B8	thumb	masked_08083814
MapAnimCallSpellAssocSilencefx	080807CC	thumb	masked_08083ce8
MapAnimCallSpellAssocBarrierfx	08080978	thumb	masked_08083ce8
MapAnimUnlockEffect	08080AA0	thumb	masked_08083f58
MapAnimBerserkEffect	080800C0	thumb	masked_08083f58
MapAnimRestoreEffect	08080334	thumb	masked_08083f58
MapAnimSleepEffect	08080414	thumb	masked_08083f58
MapAnimMonsterStoneEffect	08080524	thumb	masked_08083f58
MapAnimRepairEffect	08080170	thumb	masked_08083f58
StartStarExplosionEffect	08081B78	thumb	masked_08084080
gBmSt	0202BCAC	data	masked_08084080
PutSparkGfx	08081A28	thumb	masked_08081a64
gSinLookup	080DC15C	data	masked_08081a64
LoadSparkGfx	08081A00	thumb	masked_08081a64
NormalizeSeaMinimapTerrain	080ABFE4	thumb	masked_080ac000
GetMinimapConnectKindAt	080ABF90	thumb	masked_080ac424
GetMinimapRiverKindAt	080AC148	thumb	masked_080ac424
GetMinimapBridgeKindAt	080AC388	thumb	masked_080ac424
GetMinimapWaterKindAt	080AC0B4	thumb	masked_080ac424
GetMinimapSeaKindAt	080AC000	thumb	masked_080ac424
GetMinimapDoorTileAt	080AC358	thumb	masked_080ac424
GetMinimapCliffKindAt	080AC1EC	thumb	masked_080ac424
GetMinimapStairTileAt	080AC314	thumb	masked_080ac424
GetMinimapTerrainCellAt	080AC610	thumb	masked_080ac674
GetMinimapObjectCellAt	080AC624	thumb	masked_080ac674
gBmMapSize	0202E4D0	data	masked_080ac674
gBmSt	0202BCAC	data	masked_080acffc
gBmMapSize	0202E4D0	data	masked_080acffc
gMonsterItemsByClassIndex	08926854	data	masked_0807a774
gMonsterItemWeightsTable	0892671A	thumb	masked_0807a774
gMonsterItemTable	0892661C	data	masked_0807a774
gEventREDAs	03001A28	data	masked_0807c0dc
gBmSt	0202BCAC	data	masked_0808dedc
gBmSt	0202BCAC	data	masked_0808e614
gBmSt	0202BCAC	data	masked_0808e63c
gBmSt	0202BCAC	data	masked_0808f48c
TrySetCursorOn	0801D740	thumb	masked_0801d7b0
GetChapterDivinationTextIdHectorStory	080A2C40	thumb	masked_080a2ce8
gPlaySt	0202BCEC	data	masked_080a2ce8
gPlaySt	0202BCEC	data	masked_080a2d28
gBmMapSize	0202E4D0	data	masked_08033680
gPlaySt	0202BCEC	data	masked_0809a2b4
gPrepscreen_5	02013460	data	masked_0809a2b4
Pal_UnkData_1	08A99EE0	data	masked_0809a2b4
gPlaySt	0202BCEC	data	masked_080972d4
gPlaySt	0202BCEC	data	masked_080977e4
gUnk_45	0300182C	data	masked_0804a138
gUnk_42	03001810	data	masked_0804a1a4
gUnk_42	03001810	data	masked_0804a2d0
gUnk_42	03001810	data	masked_0804a540
gPlaySt	0202BCEC	data	masked_0804a5c8
gPlaySt	0202BCEC	data	masked_0804c3a4
gBmSt	0202BCAC	data	masked_08042dfc
CheckSomethingSaveRelated	080479D0	thumb	masked_08047a0c
gSoundRoomTable	08A9DDDC	data	masked_080b38b4
gSoundRoomTable	08A9DDDC	data	masked_080b38d4
gSoundRoomTable	08A9DDDC	data	masked_080b3930
gMPlayTable	082140B4	data	masked_080ba2b4
gPlaySt	0202BCEC	data	masked_080b62bc
gPlaySt	0202BCEC	data	masked_080874ec
gCharacterData	088582BC	data	masked_080a4d18
GetSupportScreenPartnerSupportLevel	080A48BC	thumb	masked_080a4d18
GetSupportScreenCharIdAt	080A492C	thumb	masked_080a4d18
gBmSt	0202BCAC	data	masked_080348dc
UnitList_SetupDisplay	08093058	thumb	masked_08092984
StartGmPalFade	080C44A4	thumb	masked_080c456c
gWorldmapGmap_2	08B1B278	data	masked_080c456c
gWorldmapGmap_1	08B1B1F8	data	masked_080c456c
gWMNodeData	081F5D7C	data	masked_080c14b4
